GEOID,exc_jobs,exc_hospitals,exc_groceries,exc_schools,composite_deficit,disadvantage_z,posterior_mean_jobs,composite_rank
06073017071,0.0,0.0,1.0,0.0,0.25,-1.1234208374118788,21717.644437241906,225
06073017068,0.0,0.0,0.0,1.0,0.25,-0.5212913746852169,4907.081456554925,226
06073017069,0.0,0.0,0.0,1.0,0.25,-0.9813042739718671,25128.760191065798,227
06073017044,0.0,0.0,0.0,1.0,0.25,-1.0560160648228156,4383.899554914736,228
06073017043,0.0,0.0,0.0,1.0,0.25,-0.7896012683622402,3412.6546492778684,229
06073017018,0.0,0.0,0.0,1.0,0.25,-0.039456335130557,11982.230593529459,230
06073017048,0.0,0.0,0.0,1.0,0.25,0.0539620975986151,25948.94696052567,231
06073017035,0.0,0.0,0.0,1.0,0.25,0.5112256329603836,13431.231779943217,232
06073003214,0.0,1.0,0.0,0.0,0.25,-0.0304032589944582,3513.643203357875,233
06073008360,0.0,1.0,0.0,0.0,0.25,0.1496075585840449,20048.44062994535,234
06073008362,0.0,0.0,0.0,1.0,0.25,0.0058811192112629,40090.23339098629,235
06073003212,0.0,0.0,1.0,0.0,0.25,-0.001500597059709,6420.332081397941,236
06073003211,0.0,0.0,1.0,0.0,0.25,-0.0515193796795565,4174.638814018955,237
06073017067,0.0,0.0,0.0,1.0,0.25,-0.9383274507289856,5438.773306619798,238
06073003204,0.0,0.0,1.0,0.0,0.25,-0.0227620421152711,5498.254484237968,239
06073003115,0.0,1.0,0.0,0.0,0.25,0.970825555706393,4923.968016174823,240
06073008344,0.0,0.0,0.0,1.0,0.25,-0.8913877604640533,22514.90961249529,241
06073017058,0.0,0.0,0.0,1.0,0.25,-0.5139061588419717,5275.554725949318,242
06073017052,0.0,0.0,0.0,1.0,0.25,-0.3474992763935903,4591.2293068061135,243
06073017109,0.0,1.0,0.0,0.0,0.25,-1.481225150046203,2687.2782748637806,244
06073017305,0.0,0.0,1.0,0.0,0.25,-0.7155740286829727,4573.841968948576,245
06073015408,0.0,0.0,0.0,1.0,0.25,-0.0006149076544439,3076.535761060376,246
06073016607,0.0,0.0,0.0,1.0,0.25,-0.279681910576265,10671.606609132388,247
06073016606,0.0,0.0,0.0,1.0,0.25,-0.5462945062989256,5938.006405066416,248
06073009307,0.0,0.0,1.0,0.0,0.25,0.2136590879929822,36865.22757927124,249
06073016620,0.0,1.0,0.0,0.0,0.25,-0.1922334340573847,6463.92173043915,250
06073016705,0.0,1.0,0.0,0.0,0.25,0.6579170538723962,5568.768805447459,251
06073016804,0.0,1.0,0.0,0.0,0.25,0.2822034322060181,3832.2791707501,252
06073016806,0.0,0.0,0.0,1.0,0.25,0.283347802114306,5259.161307616774,253
06073017031,0.0,0.0,0.0,1.0,0.25,-0.6634904580306938,4490.498913474484,254
