GEOID,Jobs (LODES)_desert,Hospitals_desert,Groceries_desert,Schools_desert,n_deserts,multi_desert,disadvantage_z,posterior_mean_jobs
06073013607,True,False,False,True,2,False,-0.0185375208672137,4021.564863564493
06073013608,True,False,True,False,2,False,1.301076935118725,3730.390858427782
06073013701,False,True,False,False,1,False,0.2254371234249152,6404.808083977494
06073013702,False,True,False,False,1,False,-0.0094160918945048,10428.439139715947
06073013801,False,True,False,False,1,False,0.8484483295513486,10312.492639921973
06073013802,False,True,False,False,1,False,0.2681715865296701,8761.69565154858
06073013903,True,True,False,True,3,True,-0.0374713519008668,2989.1838908006016
06073013905,False,False,False,True,1,False,-0.5517812985017226,4621.738922235111
06073013906,False,True,False,False,1,False,0.9907194372059428,5110.809052270893
06073013907,True,True,False,False,2,False,0.759057382672684,4213.841935199491
06073013908,True,True,False,False,2,False,0.2512046223520925,4492.789133982323
06073013909,True,True,False,True,3,True,0.1310163528645237,2866.509658065886
06073014001,False,True,False,False,1,False,0.3460734112574626,9094.577505463127
06073014002,False,True,False,False,1,False,0.4445408932407501,10497.68749488421
06073014101,False,True,False,False,1,False,-0.0920898069681972,7910.196262993198
06073014102,True,True,False,False,2,False,0.1603952856387773,4275.507668962602
