GEOID,rank_det,rank_bayes,rank_delta,jobs_C000_45min,posterior_mean_jobs,disadvantage_z,exceedance_prob_45min,ci_width_log1p
06073020017,192.0,193.0,1.0,19056.0,18882.99424308562,0.6025591519282395,0.0,0.3390993612118294
06073019803,421.0,422.0,1.0,8092.0,8104.102893173851,0.6452988664204606,0.00028125,0.3377640889907916
06073019501,191.0,190.0,-1.0,19084.0,19036.14560991853,0.622499410121982,0.0,0.3470939362472478
06073019405,229.0,228.0,-1.0,16568.0,16522.18690895998,0.1530387720382136,0.0,0.34397979312865523
06073019305,307.0,306.0,-1.0,12931.0,12923.66153668611,0.1912295180727379,0.0,0.34444338945206887
06073018613,506.0,505.0,-1.0,5352.0,5370.396245252804,-0.0465009106201064,0.01896875,0.3449421120816307
06073007501,286.0,285.0,-1.0,13906.0,13931.018629159313,0.6990417013639695,0.0,0.3509299839107456
06073018618,448.0,447.0,-1.0,7118.0,7153.868416283825,0.5009206565230607,0.00065625,0.3426466187411119
06073019304,250.0,251.0,1.0,15463.0,15382.815773997594,-0.2652883546875905,0.0,0.3407420528944147
06073017810,219.0,220.0,1.0,17037.0,16894.052583622182,-0.5686949580129502,0.0,0.34611767093578116
06073018000,176.0,177.0,1.0,20132.0,19987.65988490062,0.0154442174575054,0.0,0.33424129785664647
06073018518,312.0,311.0,-1.0,12790.0,12778.093020912624,-0.0812798379368177,0.0,0.3485435699512589
06073018511,134.0,133.0,-1.0,23777.0,23619.493403443917,0.6809564514407653,0.0,0.35124903361466764
06073018509,204.0,203.0,-1.0,17847.0,17830.20274569127,1.5096230720326662,0.0,0.34378558827750183
06073017902,220.0,219.0,-1.0,16996.0,16941.36685726227,0.7213306695116355,0.0,0.3491024919786714
06073018504,187.0,188.0,1.0,19253.0,19072.586931343994,-0.1258270884614099,0.0,0.3418516239438638
06073008358,320.0,319.0,-1.0,12549.0,12546.04061776427,0.1205197741294094,3.125e-05,0.3421672170990746
06073008355,321.0,322.0,1.0,12512.0,12474.368231006873,-0.5590084172171331,0.00034375,0.3531333935917367
06073017108,433.0,434.0,1.0,7816.0,7815.673965916652,-0.545293116709581,0.000125,0.3422937882519843
06073017068,524.0,525.0,1.0,4898.0,4907.081456554925,-0.5212913746852169,0.1018125,0.3452709607612636
06073017603,328.0,329.0,1.0,12248.0,12172.158270731745,-0.9714649996958736,9.375e-05,0.33599709156649915
06073017501,92.0,93.0,1.0,29577.0,29202.765722937373,-0.2856280812116785,3.125e-05,0.34661941313394173
06073018525,595.0,596.0,1.0,3081.0,3098.334211891359,-0.7566294817611577,0.998125,0.34557654469223564
06073017408,263.0,264.0,1.0,14897.0,14808.744480003259,-0.2997808200299446,0.0,0.3462153654265414
06073008373,161.0,162.0,1.0,21489.0,21238.6434846029,-0.9738709831647846,0.0,0.35373473937443833
06073008367,512.0,513.0,1.0,5242.0,5259.895669462106,0.0312474303065343,0.0275,0.3463933568405153
06073008370,157.0,158.0,1.0,21640.0,21485.889996512447,-0.6241536205698922,6.25e-05,0.34367399756804673
06073017065,566.0,567.0,1.0,3800.0,3818.9755357368426,-0.9403079765113778,0.9639375,0.345904417005956
06073017059,572.0,571.0,-1.0,3777.0,3799.354779802563,0.173702447949139,0.9669375,0.34599781411398745
06073017057,539.0,540.0,1.0,4483.0,4492.025881837953,-0.7305858693136492,0.47584375,0.3421915913575706
06073008702,99.0,100.0,1.0,27949.0,27715.10601426306,0.389135131147795,0.0,0.34593872333691067
06073017055,195.0,196.0,1.0,18765.0,18617.758495107864,-0.8229135681494771,0.0,0.35428901822990966
06073008510,105.0,104.0,-1.0,27445.0,27330.404107800827,0.7784691002600647,0.0,0.34109650406145775
